OTU ID	Consensus Lineage
1656	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
1657	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae
1659	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp25
1661	Proteobacteria;Alphaproteobacteria
1672	Proteobacteria;Deltaproteobacteria
1676	OD1;OD1_genera_incertae_sedis
1677	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Cellulomonadaceae;Cellulomonas
1678	Bacteroidetes;Sphingobacteria;Sphingobacteriales
1682	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
1685	Bacteroidetes
1687	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae
1688	
1692	Proteobacteria;Alphaproteobacteria;Rhizobiales
1693	
1694	
1696	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
1699	Proteobacteria;Alphaproteobacteria;Rhizobiales
1704	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella
1708	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
1711	Bacteroidetes;Sphingobacteria;Sphingobacteriales
1718	
1720	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
1730	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
1731	
1735	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
1736	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
1740	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
1742	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
1745	Proteobacteria
1746	Proteobacteria;Alphaproteobacteria
1747	
1751	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
1754	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
1755	
1761	Bacteroidetes
1764	
1765	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
1766	Proteobacteria
1778	
1780	
1786	
1788	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIII;Mogibacterium
1792	
1794	
1797	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
1799	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp5
1802	Proteobacteria;Alphaproteobacteria;Rhizobiales
1804	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
1809	Proteobacteria
1811	Proteobacteria;Alphaproteobacteria;Rhizobiales
1813	Proteobacteria;Alphaproteobacteria;Rhizobiales
1814	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
1815	Bacteroidetes;Sphingobacteria;Sphingobacteriales
1818	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
1824	Proteobacteria;Alphaproteobacteria
1829	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Okibacterium
1830	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
1833	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
1837	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
1838	Chloroflexi;Chloroflexi;Chloroflexales
1855	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
1859	
1868	
1874	Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium
1877	
1878	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
1882	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
1888	
1891	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
1895	Firmicutes;Clostridia;Clostridiales;Veillonellaceae
1896	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
1897	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
1898	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Xiphinematobacteriaceae;Xiphinematobacteriaceae_genera_incertae_sedis
1900	Proteobacteria
1903	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
1910	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
1911	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
1912	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae Incertae Sedis
1914	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillaceae 1;Paenibacillus
1916	
1918	Root
1919	
1920	Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae
1922	
1923	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Kitasatospora
1924	Bacteroidetes
1931	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Intrasporangiaceae
1933	
1949	Proteobacteria;Alphaproteobacteria
1961	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
1964	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
1966	Bacteroidetes;Sphingobacteria;Sphingobacteriales
1969	Proteobacteria;Alphaproteobacteria;Rhizobiales
1972	Firmicutes;Clostridia;Clostridiales
1975	Bacteroidetes;Bacteroidetes;Bacteroidales;Prevotellaceae;Prevotella
1979	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Hymenobacter
1980	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
1981	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
1983	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
1986	Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira
1990	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
1993	
1997	Proteobacteria
1999	Proteobacteria
2000	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria
2003	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
2010	Proteobacteria;Alphaproteobacteria
2012	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
2014	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
2019	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
2023	
2030	
2033	Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Cystobacteraceae
2039	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes
2041	Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae
2044	Proteobacteria
2048	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Adhaeribacter
2049	
2063	Proteobacteria;Alphaproteobacteria
2066	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae
2067	Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium
2070	Proteobacteria;Alphaproteobacteria
2071	
2072	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
2075	
2077	TM7;TM7_genera_incertae_sedis
2080	
2081	
2083	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
2086	Proteobacteria;Alphaproteobacteria
2090	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
2091	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Veillonella
2092	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Xiphinematobacteriaceae;Xiphinematobacteriaceae_genera_incertae_sedis
2096	Proteobacteria;Gammaproteobacteria
2097	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
2100	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
2103	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Opitutaceae;Opitutus
2108	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
2110	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
2113	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
2123	
2126	
2130	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
2135	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
2136	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiaceae 1;Clostridium
2138	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
2142	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
2146	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
2147	Bacteroidetes
2156	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
2157	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium
2163	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
2165	Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc
2167	Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Sebaldella
2168	
2169	
2173	
2174	
2178	Bacteroidetes
2183	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
2187	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium
2194	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta
2197	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
2200	
2201	Proteobacteria
2202	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Runella
2215	Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Porphyromonas
2217	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Anaerococcus
2219	Proteobacteria;Alphaproteobacteria;Rhizobiales
2220	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
2221	Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Anaerobiospirillum
2223	Bacteroidetes
2238	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga
2243	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Prosthecomicrobium
2245	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
2246	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
2247	Bacteroidetes;Bacteroidetes;Bacteroidales;Prevotellaceae;Prevotella
2251	Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter
2254	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
2255	Proteobacteria
2263	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
2270	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
2271	
2278	
2280	Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcaceae Incertae Sedis
2287	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
2288	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
2303	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
2307	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Pleomorphomonas
2317	Proteobacteria;Deltaproteobacteria;Desulfuromonales;Geobacteraceae;Geobacter
2319	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
2320	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
2322	Proteobacteria;Alphaproteobacteria;Rhizobiales
2325	
2326	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
2327	Proteobacteria
2331	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
2342	Proteobacteria
2344	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
2354	Proteobacteria
2356	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides
2357	Proteobacteria;Alphaproteobacteria
2358	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella
2364	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae
2367	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
2369	Firmicutes;Clostridia;Clostridiales
2371	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
2372	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides
2373	Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
2374	Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
2377	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
2379	
2380	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces
2381	Proteobacteria
2382	
2383	Bacteroidetes;Sphingobacteria;Sphingobacteriales
2384	Firmicutes;Bacilli;Bacillales;Planococcaceae
2386	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
2391	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
2392	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
2393	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Sporichthyaceae;Sporichthya
2395	Bacteroidetes
2398	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
2401	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
2404	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
2410	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
2412	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
2415	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
2417	
2419	Proteobacteria;Gammaproteobacteria
2420	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
2421	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Intrasporangiaceae;Ornithinimicrobium
2425	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
2431	
2432	Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae
2439	
2440	
2445	Bacteroidetes;Sphingobacteria;Sphingobacteriales
2448	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Chitinophaga
2452	Firmicutes;Clostridia;Clostridiales
2455	OD1;OD1_genera_incertae_sedis
2457	
2469	
2470	
2471	
2474	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
2476	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
2477	Bacteroidetes;Sphingobacteria;Sphingobacteriales
2482	Bacteroidetes;Sphingobacteria;Sphingobacteriales
2485	
2493	
2498	Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcaceae Incertae Sedis
2506	TM7;TM7_genera_incertae_sedis
2507	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
2513	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
2514	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Propionibacteriaceae;Propionibacterium
2524	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
2526	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
2530	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
2532	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
2535	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Amycolatopsis
2539	Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Aquitalea
2541	
2543	Firmicutes;Clostridia;Clostridiales
2546	
2547	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
2550	
2554	
2564	Proteobacteria;Gammaproteobacteria
2566	Proteobacteria
2568	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
2571	Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
2577	Proteobacteria;Alphaproteobacteria;Rhizobiales
2582	Proteobacteria
2585	Bacteroidetes;Sphingobacteria;Sphingobacteriales
2586	
2595	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae;Polyangium
2601	Bacteroidetes;Sphingobacteria;Sphingobacteriales
2606	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
2612	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp25
2614	Bacteroidetes
2617	
2623	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
2628	
2631	Proteobacteria;Gammaproteobacteria
2633	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Curtobacterium
2635	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Actinosynnemataceae
2640	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer
2641	Root
2643	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae
2644	
2646	
2647	
2648	Proteobacteria;Alphaproteobacteria;Rhizobiales
2657	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiaceae 1
2658	Proteobacteria
2662	Proteobacteria
2664	Firmicutes
2671	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Agromyces
2672	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Subdivision 3;Subdivision 3_genera_incertae_sedis
2675	Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus
2682	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
2683	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
2684	Proteobacteria
2689	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
2700	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae Incertae Sedis
2701	Proteobacteria;Alphaproteobacteria
2703	Bacteroidetes
2707	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
2708	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp18
2710	
2714	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
2715	Bacteroidetes
2720	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
2724	Proteobacteria;Alphaproteobacteria;Rhizobiales
2729	
2731	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aminobacter
2732	
2734	Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Cystobacteraceae;Cystobacter
2737	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
2740	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Peptoniphilus
2744	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Rothia
2745	
2746	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes
2758	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
2759	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
2762	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
2763	Proteobacteria;Alphaproteobacteria;Rhizobiales
2765	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
2766	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
2767	Bacteroidetes
2768	Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium
2770	Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacteriaceae 1
2773	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
2781	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
2795	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
2802	
2806	Proteobacteria;Gammaproteobacteria
2808	
2811	Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae
2814	Proteobacteria;Betaproteobacteria;Burkholderiales;Incertae sedis 5;Roseateles
2816	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
2819	Proteobacteria;Deltaproteobacteria;Desulfuromonales;Geobacteraceae;Geobacter
2824	Proteobacteria;Betaproteobacteria;Burkholderiales
2826	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria
2835	
2837	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
2840	Proteobacteria;Alphaproteobacteria;Rhizobiales
2842	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Kribbella
2843	OD1;OD1_genera_incertae_sedis
2844	
2865	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
2867	
2871	Proteobacteria;Betaproteobacteria
2873	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
2892	Bacteroidetes;Sphingobacteria;Sphingobacteriales
2899	Proteobacteria;Alphaproteobacteria;Rhizobiales
2900	
2902	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
2904	
2907	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Microbacterium
2908	Proteobacteria
2916	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
2918	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Saprospiraceae
2924	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
2929	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
2931	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Saprospiraceae
2935	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
2945	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
2958	
2959	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium
2960	Proteobacteria;Gammaproteobacteria
